text	tags
Polpithigama	B-location
(	O
Kurunagala	B-location
District	O
)	O
,	O
 	O
Bakamuna	B-location
,	O
Galewela	B-location
,	O
Dambulla	B-location
(	O
Matale	O
District	O
)	O
and	O
Palugaswewa	B-location
(	O
Anuradhapura	B-location
District	O
)	O
.	O

No	O
 	O
Position	O
 	O
Qualification	O
and	O
Experience	O
 	O
Senior	B-seniority
Design	O
Engineer	B-title
 	O
Chartered	B-qualification
BSc	B-edu_level
Civil	B-specialization
Engineer	I-specialization
,	O
specialized	O
in	O
irrigation	O
,	O
with	O
at	O
least	O
 	O
10	B-no_years
years	I-no_years
'	O
relevant	O
experience	O
as	O
an	O
Engineer	B-title
with	O
5	B-no_years
years	I-no_years
of	O
experience	O
 	O
in	O
preparing	O
of	O
detailed	O
engineering	O
design	O
and	O
construction	O
of	O
new	O
 	O
and	O
rehabilitated	O
large	O
-	O
scale	O
irrigations	O
canals	O
.	O

Preferably	O
with	O
the	O
 	O
experience	O
in	O
checking	O
the	O
hydraulics	O
and	O
the	O
capacity	O
of	O
the	O
irrigation	O
 	O
canals	O
/	O
tunnels	O
and	O
improving	O
the	O
design	O
of	O
all	O
structures	O
.	O
 	O

Should	O
have	O
leadership	B-res_skill
experience	O
in	O
irrigation	O
projects	O
,	O
and	O
 	O
competent	O
in	O
planning	B-res_skill
,	O
designing	B-res_skill
,	O
contract	O
management	O
,	O
quality	O
 	O
assurance	O
and	O
quality	O
control	O
,	O
safety	O
,	O
compliance	O
with	O
safeguards	O
,	O
risk	O
 	O
management	O
,	O
project	O
controlling	O
,	O
claim	O
management	O
,	O
etc	O
.	O

Bachelor	B-edu_level
Degree	I-edu_level
in	O
Civil	B-specialization
Engineering	I-specialization
,	O
specialized	O
in	O
concrete	O
 	O
technology	O
with	O
10	O
-	O
15	B-no_years
years	I-no_years
of	O
experience	O
of	O
which	O
about	O
5	B-no_years
years	I-no_years
 	O
should	O
be	O
related	O
to	O
large	O
scale	O
irrigation	O
(	O
Canals	O
,	O
Tunnels	O
and	O
Dams	O
)	O
 	O
projects	O
.	O

Experience	O
in	O
;	O
 	O
Assistant	B-seniority
Resident	O
 	O
Engineer	B-title
 	O
3	O
 	O
Concrete	O
Engineer	B-title
 	O

Assistant	O
Design	O
Engineer	B-title
 	O
Bachelor	B-edu_level
Degree	I-edu_level
in	O
Civil	B-specialization
Engineering	I-specialization
or	O
equivalent	O
,	O
with	O
at	O
least	O
3	O
-	O
4	B-no_years
 	I-no_years
years	I-no_years
'	O
relevant	O
experience	O
in	O
designing	O
of	O
canals	O
,	O
dams	O
and	O
other	O
 	O
hydraulic	O
structures	O
.	O

Assisting	B-res_skill
with	O
documenting	B-res_skill
all	O
the	O
design	O
 	O
drawings	O
,	O
reports	O
,	O
as	O
-	O
built	O
drawings	O
and	O
construction	O
monitoring	O
and	O
 	O
quality	O
certificates	O
.	O

Senior	O
Surveyor	B-title
 	O
Degree	B-edu_level
or	O
equivalent	O
with	O
survey	O
department	O
registered	O
surveyors	O
with	O
 	O
minimum	O
5	O
-	O
10	B-no_years
years	I-no_years
'	O
experience	O
in	O
irrigation	O
&	O
water	O
management	O
 	O
projects	O
.	O

Review	B-res_skill
Contractors	O
'	O
survey	O
 	O
controls	O
and	O
quality	O
assurance	O
program	O
including	O
bench	O
marks	O
,	O
survey	O
 	O
control	O
points	O
,	O
laser	O
equipment	O
use	O
and	O
calibration	O
procedure	O
,	O
and	O
will	O
 	O
periodically	O
review	O
the	O
field	O
verification	O
program	O
.	O

Degree	B-edu_level
in	O
engineering	B-specialization
or	O
similar	O
with	O
5	O
-	O
8	B-no_years
years	I-no_years
'	O
experience	O
in	O
the	O
 	O
fields	O
of	O
Health	O
and	O
Safety	O
preferred	O
.	O

BSc	B-edu_level
or	O
equivalent	O
and	O
6	O
to	O
8	B-no_years
years	I-no_years
of	O
experience	O
in	O
Quantity	B-specialization
Surveying	I-specialization
 	O
in	O
construction	O
projects	O
,	O
mainly	O
preferred	O
to	O
Irrigation	O
Canals	O
,	O
Tunnels	O
 	O
and	O
Dams	O
.	O
 	O

BSc	O
Degree	B-edu_level
in	O
earth	B-specialization
resources	I-specialization
engineering	I-specialization
/Mining	O
or	O
equivalent	O
with	O
 	O
minimum	O
three	B-no_years
years	I-no_years
of	O
experience	O
in	O
construction	O
projects	O
with	O
the	O
 	O
familiarization	O
of	O
contract	O
documents	O
for	O
underground	O
operations	O
such	O
 	O
as	O
technical	O
specifications	O
for	O
tunnelling	O
,	O
drilling	O
and	O
grouting	O
etc	O
.	O

Higher	B-edu_level
Diploma	I-edu_level
/	O
Diploma	B-edu_level
in	O
Auto	B-res_skill
CAD	I-res_skill
drafting	O
with	O
with	O
10	O
-	O
15	B-no_years
 	I-no_years
years	I-no_years
of	O
practical	O
experience	O
in	O
drafting	O
Civil	O
and	O
Mechanical	O
 	O
drawings	O
preferably	O
in	O
Irrigation	O
projects	O
.	O

Civil	B-specialization
Engineering	I-specialization
(	O
NDT	B-edu_level
or	O
equivalent	O
)	O
,	O
specialized	O
in	O
irrigation	O
,	O
water	O
 	O
9	O
 	O

SUPPORT	B-seniority
STAFF	O
 	O

Good	O
command	O
in	O
English	B-res_skill
 	O
Office	O
Manager	O
cum	O
Project	O
 	O

II	O
 	O
Office	O
Assistant	B-seniority
 	O
III	O
 	O
Office	O
caretaker/	O
messenger	O
 	O
Previous	O
experience	O
of	O
working	O
as	O
a	O
caretaker	O
and	O
good	O
in	O
English	O
.	O

An	O
attractive	O
remuneration	O
package	O
will	O
be	O
offered	O
to	O
the	O
right	O
candidate	O
and	O
good	O
communication	B-res_skill
in	O
English	B-res_skill
 	O
is	O
a	O
must	O
for	O
all	O
positions	O
.	O

e	O
-	O
mail	O
:	O

BE	O

Woven	O
into	O
the	O
socioeconomic	O
 	O
fabric	O
of	O
Sri	O
Lanka	O
,	O
Hemas	B-company
has	O
also	O
expanded	O
regionally	O
with	O
operations	O
in	O
 	O
Bangladesh	O
,	O
West	O
Bengal	O
and	O
Myanmar	O
.	O

You	O
will	O
serve	O
as	O
 	O
a	O
Business	O
Analyst	B-title
on	O
multiple	O
cross	O
functional	O
engagements	O
and	O
work	O
with	O
a	O
 	O
number	O
of	O
functional	O
leadership	O
team	O
across	O
the	O
Group	O
and	O
external	O
consultants	O
.	O

Facilitate	O
Project	O
governance	O
through	O
robust	O
monitoring	B-res_skill
of	O
timelines	O
and	O
driving	O
 	O
effective	O
communication	O
among	O
project	O
members	O
.	O

Analyse	B-res_skill
periodic	O
operational	O
and	O
financial	O
data	O
and	O
investigate	O
variances	O
 	O
through	O
the	O
effective	O
identification	O
of	O
business	O
drivers	O
.	O

Assist	B-res_skill
in	O
developing	O
Concept	O
Papers	O
and	O
Presentations	B-res_skill
as	O
part	O
of	O
communicating	O
 	O
findings	O
and	O
recommendations	B-res_skill
to	O
respective	O
leadership	O
teams	O
.	O

Profile	O
of	O
the	O
Ideal	O
Candidate	O
 	O
Bachelor	B-edu_level
/	O
Master	B-edu_level
related	O
to	O
Finance	B-specialization
/	O
Mathematics	B-specialization
/	O
Economics	B-specialization
/	O
Business	B-specialization
 	I-specialization
Management	I-specialization
/	O
Statistics	B-specialization
/Science	O
or	O
Engineering	B-specialization
field	O
and	O
/	O
or	O
,	O
 	O
a	O
recognized	O
professional	O
qualification	O
in	O
the	O
field	O
of	O
Accounting	O
or	O
Finance	O
.	O

a	O
 	O
Minimum	O
of	O
2	O
-	O
3	B-no_years
years	I-no_years
'	O
experience	O
in	O
a	O
senior	O
executive	B-title
role	O
or	O
management	O
 	O
trainee	O
role	O
,	O
preferably	O
with	O
exposure	O
to	O
analytics	O
.	O

Excellent	O
communication	B-res_skill
,	O
presentation	B-res_skill
,	O
writing	O
,	O
learning	O
and	O
researching	B-res_skill
skills	O
.	O

If	O
you	O
are	O
interested	O
in	O
this	O
opportunity	O
,	O
 	O
HEMAS	B-company
 	O

BLU	O
STEPS	O
 	O

Key	O
Requirements	O
:	O
 	O
â¢	O
Minimum	O
of	O
12	B-no_years
years	I-no_years
'	O
experience	O
in	O
Safety	O
,	O
Security	O
Operations	O
and	O
investigations	O
role	O
in	O
 	O
which	O
at	O
least	O
3	B-no_years
years	I-no_years
Managerial	O
experience	O
in	O
a	O
Bank	O
/	O
Non	O
-	O
banking	O
Finance	O
company	O
;	O
 	O

UZABASE	O
 	O

SENIOR/	O
LEAD	O
ANALYST	B-title
 	O
JOB	O
DESCRIPTION	O
 	O
Produce	O
detailed	O
,	O
thematic	O
reports	O
on	O
emerging	O
technologies	O
,	O
new	O
industries	O
,	O
and	O
new	O
global	O
/	O
regional	O
business	O
 	O
trends	O
with	O
a	O
high	O
level	O
of	O
analytical	O
insight	O
,	O
aimed	O
at	O
supporting	O
business	O
and	O
investment	O
decision	O
-	O
making	O
and	O
 	O
formulation	O
of	O
business	O
strategy	O
.	O

QUALIFICATIONS	O
AND	O
EXPERIENCE	O
 	O
Over	O
two	B-no_years
years	I-no_years
of	O
experience	O
in	O
writing	O

State	O
Mortgage	O
&	O
Investment	O
Bank	O
 	O
SMIB	B-company
 	O

CHIEF	B-seniority
INTERNAL	O
AUDITOR	B-title
 	O

Key	O
Responsibilities	O
 	O
Evaluating	B-res_skill
historical	O
transactions	O
,	O
analysing	B-res_skill
trends	I-res_skill
giving	O
suggestions	O
to	O
improve	O
the	O
 	O
efficiency	O
of	O
processes	O
to	O
minimize	O
transaction	O
costs	O
of	O
the	O
Bank	O
 	O
Establishing	O
and	O
maintaining	B-res_skill
systems	O
and	O
controls	O
in	O
order	O
to	O
ensure	B-res_skill
policy	O
and	O
the	O
 	O
operational	O
decisions	O
are	O
correctly	O
implemented	O
.	O

Ensuring	B-res_skill
the	O
establishment	O
of	O
effective	O
and	O
efficient	O
Information	O
system	O
based	O
audits	O
 	O
covering	O
all	O
aspects	O
of	O
organizational	O
systems	O
 	O

Monthly	O
gross	O
salary	O
on	O
this	O
basis	O
would	O
be	O
approximately	O
,	O
 	O
Minimum	O
 	O

Applications	O
should	O
be	O
sent	O
under	O
Registered	O
Post	O
to	O
 	O
General	O
Manager	O
/	O
CEO	O
,	O
 	O
State	B-company
Mortgage	I-company
and	I-company
Investment	I-company
Bank	I-company
,	O
 	O
No	B-post_number
.	I-post_number
269	I-post_number
,	O
Galle	O
Road	O
,	O
 	O
Colombo	B-location
3	I-location
.	O

We	O
seek	O
to	O
recruit	O
adynamic	O
individual	O
to	O
fill	O
the	O
following	O
position	O
in	O
our	O
company	O
 	O
Management	O
Trainee	B-seniority
-	O
Internship	O
 	O

â¢	O
Ability	O
to	O
work	O
in	O
a	O
computerized	B-res_skill
accounting	O
background	O
and	O
good	O
knowledge	O
in	O
Microsoft	B-res_skill
 	I-res_skill
Office	I-res_skill
packages	O

Have	O
great	O
interpersonal	B-res_skill
and	O
communication	B-res_skill
skills	I-res_skill
 	O

Manager	B-title
-	O
HR	O
&	O
Administration	O
 	O
Sathosa	B-company
Motors	I-company
PLC	I-company
,	O
25	B-post_number
,	O
Vauxhall	O
Street	O
,	O

Dayaratne	B-company
Holdings	I-company
(	I-company
Pvt	I-company
)	I-company
Ltd	I-company
,	O
is	O
a	O
well	O
-	O
established	O
company	O
in	O
apparel	O
Industry	O
over	O
50	O
years	O
and	O
 	O
we	O
are	O
looking	O
for	O
a	O
competitive	O
,	O
talented	O
and	O
trustworthy	O
Computer	O
Operator	B-title
to	O
help	O
us	O
build	O
 	O
up	O
our	O
business	O
 	O
Responsibilities	O
 	O

Handle	O
maintenance	O
and	O
operation	O
 	O
our	O
computer	O
systems	O
 	O
Set	O
controls	O
on	O
computers	O
and	O
other	O
devices	O
,	O
respond	O
accordingly	O
when	O
errors	O
occur	O
and	O
 	O
maintain	O
records	O
of	O

Please	O
send	O
your	O
CV	O
's	O
by	O
mail	O
or	O
e	O
-	O
mail	O
stating	O
the	O
job	O
title	O
in	O
the	O
subject	O
line	O
:	O
"	O
Computer	O
 	O
Operator	B-title
"	O
to	O
hr@dayaratne.com	O
 	O
HR	O
Manager	O
 	O
DAYARATNE	B-company
HOLDINGS	I-company

Tel	O
:	O
117	O
-	O

Secretary	B-title
 	O
Requirements	O
 	O

â¢	O
Excellent	O
verbal	O
communication	B-res_skill
and	O
interpersonal	B-res_skill
skills	I-res_skill

â¢	O
Ability	O
to	O
manage	O
multiple	B-res_skill
tasks	I-res_skill
within	O
given	O
time	O
frames	O

â¢	O
Good	O
planning	O
and	O
decision	B-res_skill
-	I-res_skill
making	I-res_skill
abilities	O

Administrative	O
Executive	B-title
 	O
(	O
Female	B-gender
)	O
 	O
IM	O
Solutions	O
Pvt	O
.	O

Education	O
&	O
Qualities	O
 	O
Educational	O
Qualifications	O
on	O
Management	B-specialization
/	O
Accounting	B-specialization
&	O
Finance	B-specialization
 	O
(	O
Higher	B-edu_level
Diploma	I-edu_level
/	O
Diploma	B-edu_level
or	O
any	O
other	O
Relevant	O
)	O
 	O
Y	O
Work	O
on	O
General	O
office	O
Administrative	O
and	O
Finance	O
Matters	O
 	O

Ltd.	O
|	O
490A	O
1	O
-	O
2	O

COMPANY	O
SECRETARY	B-title
 	O

â¢	O
Educational	O
and	O
professional	O
qualification	O
in	O
secretary	O
position/	O
similar	O
capacity	O
in	O
a	O
 	O
reputed	O
organization	O
with	O
minimum	O
2	B-no_years
year	I-no_years
experience	O

Word	O
,	O
Excel	B-res_skill
,	O
E	O
-	O
mail	O
,	O
Internet	O
&	O
file	O
management	O
is	O
essential	O

Manages	O
all	O
tasks	O
relating	O
to	O
secretarial	O
work	O
 	O

-	O
Excellent	O
communication	B-res_skill
skills	O
(	O
Both	O
Sinhala	O
&	O
English	O
language	O
)	O
 	O

We	O
are	O
currently	O
looking	O
for	O
an	O
ideal	O
candidate	O
 	O
to	O
fill	O
in	O
the	O
following	O
vacancy	O
 	O

Exceptional	O
computer	B-res_skill
literacy	I-res_skill
.	O

Highly	O
developed	O
organisational	B-res_skill
skills	I-res_skill
.	O

Head	O
of	O
Human	O
Resources	O
,	O
 	O
FITS	B-company
Aviation	I-company

bileeta	O
 	O
www.bileeta.com	O
 	O

)	O
 	O

Assist	B-res_skill
HR	O
Department	O
.	O

Basic	O
Computer	B-res_skill
Skills	I-res_skill
in	O
MS	B-res_skill
Office	I-res_skill
Packages	O
.	O

This	O
opportunity	O
is	O
waiting	O
for	O
the	O
candidates	O
who	O
are	O
residing	O
close	O
proximity	O
to	O
COLOMBO	B-location
.	O

If	O
you	O
are	O
the	O
best	O
fit	O
for	O
the	O
above	O
position	O
do	O
forward	O
your	O
resume	O
to	O
Careers@bileeta.com	O
 	O

IMMEDIATE	O
VACANCIES	O
 	O

(	O
Looking	O
for	O
'	O
Candidates	O
who	O
are	O
willing	O
to	O
work	O
in	O
Badulla	O
&	O
 	O
Orugodawatta	O
area	O
)	O
 	O

(	O
Looking	O
for	O
Candidates	O
who	O
are	O
willing	O
to	O
work	O
in	O
Badulla	O
&	O
Orugodawatta	O
area	O
)	O
 	O

*	O
DESIGN	O
ENGINEER	B-title
 	O

*	O
MATERIAL	O
TECHNICIAN	B-title
 	O
NCT	O
or	O
Equivalent	O
in	O
Civil	B-specialization
Engineering	I-specialization
with	O
at	O
least	O
2	B-no_years
years	I-no_years
experience	O
in	O
Lab	O
Testing	O
of	O
Soils	O
,	O
 	O
Aggregates	O
&	O
Asphalt	O
parameters	O

*	O
QUANTITY	O
SURVEYOR	B-title
 	O
B.Sc	B-edu_level
(	O
QS	B-specialization
)	O
or	O
equivalent	O
with	O
4	B-no_years
years	I-no_years
experience	O
of	O
which	O
2	B-no_years
years	I-no_years
in	O
Road	O
Rehabilitation	O
and	O
 	O
Improvement	O
work	O
.	O

)	O
 	O

(	O
Looking	O
for	O
Candidates	O
who	O
are	O
willing	O
to	O
work	O
in	O
Orugodawattte	B-location
â	O
Meegahakivula	B-location
,	O
and	O
 	O
Mahiyanganaya	B-location
area	O
)	O
 	O

Computer	B-res_skill
literacy	I-res_skill
is	O
essential	O
.	O

(	O
Looking	O
for	O
Candidates	O
who	O
are	O
willing	O
to	O
work	O
 	O
in	O
Colombo	B-location
,	O
Orugodawattte	B-location
,	O
Meegahakivula	B-location
,	O
and	O
Mahiyanganaya	B-location
area	O
)	O
 	O

Attractive	O
Salary	O
and	O
fringe	O
benefits	O
await	O
the	O
right	O
candidates	O
 	O
Please	O
email	O
the	O
completed	O
Curriculum	O
Vitae	O
with	O
contact	O
details	O
and	O
names	O
of	O
two	O
non-	O
related	O
referees	O
to	O
:	O
 	O
E	O
mail	O
:	O

JCB	O
 	O
BE	O
A	O
MEMBER	O
IN	O
A	O
WINNING	O
TEAM	O
OF	O
 	O

SALES	O
ADMINISTRATION	O
EXECUTIVE	B-title
 	O

*	O
Should	O
possess	O
a	O
good	O
secondary	O
education	O
with	O
a	O
minimum	O
of	O
3	O
passes	O
at	O
the	O
GCE	O
A	B-edu_level
Level	I-edu_level
 	O
examination	O

*	O
Minimum	O
of	O
3	B-no_years
years	I-no_years
hands	O
on	O
experience	O
in	O
a	O
computerized	O
environment	O
,	O
established	O
 	O
company	O
in	O
a	O
similar	O
role	O
is	O
amust	O

*	O
Experience	O
in	O
ERP	B-res_skill
/	O
SAP	B-res_skill
is	O
an	O
added	O
advantage	O

*	O

*	O
Excellent	O
communication	B-res_skill
skills	O
in	O
English	B-res_skill
and	O
Sinhala	B-res_skill
(	O
verbal	O
&	O
written	O
)	O

*	O
Excellent	O
team	O
player	O
/	O
problem	B-res_skill
solver	I-res_skill
and	O
self	B-res_skill
-	I-res_skill
motivated	I-res_skill
person	O

*	O
Age	O
around	O
25	B-no_years
years	I-no_years

*	O

If	O
you	O
are	O
confident	O
that	O
you	O
satisty	O
the	O
above	O
requiremnt	O
,	O
please	O
email	O
or	O
post	O
your	O
 	O
resume	O
&	O
recent	O
passport	O
size	O
photograph	O
with	O
the	O
contact	O
details	O
of	O
two	O
non	O
-	O
related	O
referees	O
to	O
reach	O
us	O
within	O
7	O
days	O
of	O
this	O
 	O
|	O
advertisement	O
addrsssed	O
to	O
General	O
Manager	B-title
(	O
Human	O
Resources	O
&	O
Administartion	O
)	O
 	O

ADMINISTRATION	O
ASSISTANT	B-seniority
 	O

We	O
are	O
seeking	O
an	O
energetic	O
individual	O
to	O
join	O
our	O
team	O
as	O
Administration	O
Assistant	B-seniority
 	O
Applicant	O
Profile	O
 	O
Full	O
or	O
part	O
qualification	O
in	O
Business	O
Administration	O
related	O
study	O
programme	O
.	O

Those	O
with	O
prior	O
experience	O
in	O
handling	B-res_skill
premises	O
administration	B-res_skill
function	I-res_skill
will	O
have	O
an	O
 	O
advantage	O
 	O

On	O
the	O
job	O
training	O
and	O
career	O
guidance	O
 	O
>	O
Ability	O
to	O
GROW	O
in	O
a	O
fast	O
growing	O
company	O
 	O

Head	O
of	O
HR	O
&	O
Administration	O
 	O
Asia	B-company
Asset	I-company
Finance	I-company
PLC	I-company
,	O
 	O
No	B-post_number
.	I-post_number
76	I-post_number
,	O
Park	O
Street	O
,	O
Colombo	B-location
2	I-location
 	O

CHIEF	B-seniority
EXECUTIVE	B-title
OFFICER	B-title
 	O

LANKA	B-company
SATHOSA	I-company
LIMITED	I-company
 	O
is	O
looking	O
for	O
a	O
dynamic	O
person	O
 	O
to	O
lead	O
the	O
Operation	O
and	O
 	O
Development	O
of	O

A	O
Degree	B-edu_level
in	O
Business	O
Administration/	O
Business	B-specialization
Management	I-specialization
/	O
Public	B-specialization
Administration	I-specialization
/	O
Economics	B-specialization
or	O
Commerce	B-specialization
which	O
is	O
 	O
recognized	O
by	O
the	O
U.G.C.	O
 	O
1	O
)	O

AND	O
 	O
5years	O
experience	O
in	O
Senior	O
Executive	O
level	O
with	O
a	O
proven	O
track	O
record	O
in	O
a	O
Corporation	O
,	O
Statutory	O
Board	O
/Institution	O
or	O
a	O
reputed	O
 	O
private	O
institution	O
,	O
 	O
AND	O
 	O
Postgraduate	B-edu_level
Degree	I-edu_level
in	O
Business	B-specialization
Administration	I-specialization
or	O
any	O
other	O
 	O
relevant	O
field	O
or	O
Corporate	O
Membership	O
of	O
a	O
recognized	O
 	O
professional	O
Chartered	O
Institution	O
in	O
Management	B-specialization
or	O
 	O
Accountancy	B-specialization
 	O

AND	O
 	O
AND	O
 	O
ast	O
20	B-no_years
years	I-no_years
experience	O
in	O
Managerial	O
Level	O
out	O
of	O
which	O
5	B-no_years
 	I-no_years
years	I-no_years
of	O
experience	O
shoukd	O
be	O
at	O
Senior	O
Managerial	O
Level	O
with	O
a	O
 	O
proven	O
track	O
record	O
in	O
a	O
Corporation	O
,	O
Board	O
or	O
a	O
reputed	O
 	O
Mercantile	O
Establishment	O
after	O
obtaining	O
first	O
degree	O
.	O

At	O
le	O
 	O
5	B-no_years
years	I-no_years
experience	O
in	O
Senior	O
Executive	O
level	O
with	O
a	O
proven	O
track	O
record	O
in	O
a	O
Corporation	O
,	O
Statutory	O
Board	O
/	O
Institution	O
or	O
a	O
reputed	O
 	O
private	O
institution	O
.	O

OR	O
 	O
2	O
)	O

AND	O
 	O
Age	O
,	O
Salary	O
&	O
Other	O
Allowances	O
 	O
PhD	B-edu_level
Degree	B-edu_level
in	O
Business	B-specialization
Administration	I-specialization
or	O
any	O
other	O
relevant	O
 	O
field	O
which	O
is	O
recognized	O
by	O
the	O
U.G.C.	O

Age	O
should	O
be	O
not	O
less	O
than	O
22	B-no_years
years	I-no_years
and	O
not	O
more	O
than	O
45	B-no_years
years	I-no_years
.	O

(	O
The	O
upper	O
age	O
limit	O
will	O
not	O
apply	O
to	O
the	O
internal	O
candidates	O
)	O
 	O

Colombo	O
region	O
(	O
1	O
Position	O
)	O
 	O
Age	O
 	O
Age	O
should	O
be	O
not	O
less	O
than	O
45	B-no_years
years	I-no_years
and	O
 	O
not	O
more	O
than	O
60	B-no_years
years	I-no_years
.	O
 	O

â¢	O

â¢	O
Be	O
able	O
to	O
demonstrate	O
good	O
IT	B-res_skill
skills	I-res_skill
.	O

(	O
The	O
post	O
applied	O
should	O
be	O
indicated	O
on	O
the	O
top	O
left	O
hand	O
corner	O
of	O
the	O
envelope	O
)	O
 	O

We	O
are	O
an	O
establishment	O
engaged	O
in	O
maritime	O
and	O
manufacturing	O
trade	O
looking	O
forward	O
 	O
to	O
recruit	O
to	O
self	O
#NAME?	O
&	O
Diligent	O
individuals	O
to	O
join	O
our	O
team	O
in	O
the	O
capacities	O
of	O
 	O
Accountant	B-title
 	O
Associate	O
member	O
of	O
charted	O
accountant	O
,	O
AAT	O
full	O
qualified	O
or	O
equivalent	O
.	O

At	O
least	O
5	B-no_years
years	I-no_years
of	O
post	O
-	O
qualifying	O
experience	O
in	O
similar	O
capacity	O
.	O

â¢	O
Should	O
be	O
capable	O
to	O
analyze	B-res_skill
Financial	O
activities	O
and	O
report	B-res_skill
the	O
management	O
 	O
Knowledge	O
and	O
Experience	O
in	O
handling	O
account	B-res_skill
software	I-res_skill

Age	O
below	O
50	B-no_years
years	I-no_years
.	O

Office	O
Secretary	B-title
 	O
Looking	O
for	O
young	O
energetic	O
personality	O
to	O
handle	O
secretarial	O
works	O
cum	O
HR	O
matter	O
in	O
 	O
in	O
our	O
organization	O
 	O
Excellent	O
written	O
and	O
verbal	O
communication	B-res_skill
skills	I-res_skill
in	O
English	B-res_skill
/	O
Sihala	O
languages	O
,	O
 	O
write	O
report	O
and	O
minutes	O
.	O

Maintaining	B-res_skill
office	O
systems	O
,	O
including	O
data	O
management	O
,	O
filing	O
and	O
HR	O
matters	O

â¢	O
Proficiency	O
in	O
MS	B-res_skill
office	I-res_skill
package	O
.	O

â¢	O
Minimum	O
2	B-no_years
years	I-no_years
experienced	O
in	O
similar	O
capacity	O
.	O

Age	O
below	O
35	B-no_years
Years	I-no_years

please	O
forward	O
CV	O
to	O
â	O
supremepetro19@gmail.com	O
 	O

VACANCY	O
 	O
Computer	O
/	O
Scanner	O
Operator	B-title
(	O
Slave	O
Island	O
-	O
Col	O
2	O
)	O
 	O

Job	O
Requirements	O
â	O
 	O

>	O
Ability	O
to	O
Work	O
independently	B-res_skill

>	O
Computer	B-res_skill
Literacy	I-res_skill

>	O
Willing	O
to	O
work	O
off	O
site	O
(	O
within	O
Colombo	B-location
)	O
 	O

DATA	O
 	O
ONE	O
 	O
Pioneer	O
in	O
Secure	O
Solutions	O
 	O

WE	O
ARE	O
HIRING	O
 	O

PERSONAL	O
ASSISTANT	B-title
/	O
OFFICE	O
COORDINATOR	B-title
 	O
Responsibilities	O
:	O
 	O

v	O
Schedule	B-res_skill
and	O
manage	B-res_skill
meetings	O
,	O
appointments	O
for	O
the	O
director	O
and	O
complete	O
necessary	O
 	O
Follow	O
ups	O
.	O

v	O
Accurately	O
record	B-res_skill
minutes	O
form	O
meetings	O
.	O

v	O
Research	B-res_skill
data	I-res_skill
to	O
prepare	B-res_skill
documents	I-res_skill
for	O
review	O
and	O
presentation	B-res_skill
by	O
board	O
of	O
directors	O
,	O
 	O
Committees	O
and	O
executives	O
.	O

v	O
Managing	B-res_skill
fluid	O
calender	O
requests	O
,	O
meeting	O
invites	O
.	O

Requirements	O
:	O
 	O
V	O
Age	O
30	O
-	O
45	B-no_years
years	I-no_years
.	I-no_years

v	O
Degree	B-edu_level

VA	O
proactive	O
approach	O
to	O
problem	B-res_skill
-	I-res_skill
solving	I-res_skill
with	O
strong	O
decision	B-res_skill
-	I-res_skill
making	I-res_skill
skills	O
.	O

v	O
In	O
-	O
depth	O
understanding	O
of	O
entire	O
MS	B-res_skill
Office	I-res_skill
suite	I-res_skill
.	O

V	O
Minimum	O
of	O
5	B-no_years
years	I-no_years
experience	O
in	O
assisting	O
at	O
the	O
executive	O
level	O
in	O
a	O
fast	O
paced	O
 	O
Environment	O
.	O

v	O
Ability	O
to	O
prioritize	B-res_skill
and	O
handle	O
multiple	O
assignments	O
at	O
any	O
given	O
time	O
.	O

v	O
Demonstrated	O
ability	O
to	O
prioritize	B-res_skill
&	O
handle	O
multiple	O
assignments	O
while	O
maintaing	O
 	O
Commitment	O
to	O
deadline	O
&	O
long	O
term	O
goal	O
.	O

If	O
you	O
feel	O
you	O
have	O
the	O
required	O
Skills	O
and	O
Experience	O
 	O
please	O
send	O
in	O
your	O
CV	O
to	O
hr@chariot.lk	O
 	O

Very	O
Attractive	O
,	O
negotiable	O
remuneration	O
packages	O
are	O
on	O
offer	O
 	O
for	O
the	O
right	O
candidates	O
in	O
keeping	O
with	O
the	O
market	O
rates	O
 	O
Receptionist	B-title
â	O
Supermarket	O
 	O
Requirements	O
 	O

(	O
A	B-edu_level
/	I-edu_level
L	I-edu_level
)	O
Examination	O
 	O
Over	O
1	B-no_years
year	I-no_years
of	O
hands	O
-	O
on	O
experience	O
in	O
the	O
similar	O
capacity	O
 	O

Indicate	O
the	O
position	O
applied	O
for	O
,	O
in	O
the	O
subject	O
line	O
of	O
the	O
email	O
 	O
careers@sirilak	O
.	O

Secretary	B-title
to	O
MD	O
 	O

Should	O
have	O
1	O
-	O
2	B-no_years
years	I-no_years
minimum	O
experience	O
similar	O
capacity	O

â¢	O
Age	O
below	O
33	O
 	O
Be	O
computer	B-res_skill
literate	I-res_skill
and	O
fluent	O
in	O
English	B-res_skill
both	O
written	O
and	O
 	O
spoken	O
.	O

Female	B-gender
only	O
 	O
Please	O
email	O
your	O
CV	O
to	O
hr6@micronetglobal.com	O
with	O
two	O
 	O
non	O
-	O
related	O
reference	O
,	O
stating	O
the	O
position	O
applied	O
in	O
